"year","month","WEEKDAY","member_casual","rideable_type","cantidad","avg_time_length","max_time_length","min_time_length","median_time_length","avg_distance","min_distance","max_distance","median_distance"
2023,2,1,"casual","classic_bike",4112,"00:24:17","21:53:36","00:00:00","00:14:03",1.9151646927439,0,22.8288061806068,1.48281317388769
2023,2,1,"casual","docked_bike",762,"00:49:47","23:06:23","00:00:00","00:26:37",2.0654210993394,0,13.5819256134333,1.56904342047423
2023,2,1,"casual","electric_bike",5081,"00:14:06","03:42:10","00:00:00","00:09:22",2.02358205447861,0,15.9771505333635,1.55612368792636
2023,2,1,"member","classic_bike",10410,"00:13:15","23:43:47","00:00:00","00:08:42",1.86521888077779,0,17.990921126109,1.33017569123875
2023,2,1,"member","electric_bike",9927,"00:11:22","07:59:55","00:00:00","00:07:27",2.11296299960247,0,21.9040404470016,1.50450530367184
2023,2,2,"casual","classic_bike",2385,"00:19:54","23:43:37","00:00:00","00:09:08",1.65305845369356,0,22.6204769319725,1.23795053391896
2023,2,2,"casual","docked_bike",293,"00:36:43","19:25:06","00:00:00","00:20:02",1.98968227867735,0,13.0617773986481,1.48905695651387
2023,2,2,"casual","electric_bike",4110,"00:10:35","05:22:37","00:00:03","00:07:23",1.80914066690969,0,15.770450265327,1.38754850281733
2023,2,2,"member","classic_bike",12348,"00:10:43","21:59:14","00:00:00","00:07:23",1.66727290419182,0,14.2645728132092,1.19400259143296
2023,2,2,"member","electric_bike",12043,"00:09:25","07:59:50","00:00:01","00:06:36",1.97045907949852,0,21.8645702804464,1.40815468076637
2023,2,3,"casual","classic_bike",2215,"00:16:36","19:36:20","00:00:00","00:08:23",1.57048724788379,0,13.034700580761,1.2193595903677
2023,2,3,"casual","docked_bike",277,"00:44:27","23:02:44","00:00:00","00:18:56",1.87429683608965,0,10.4850666897659,1.5850403030987
2023,2,3,"casual","electric_bike",4361,"00:09:17","03:07:33","00:00:03","00:06:52",1.70507631437313,0,14.1122830621364,1.34706775400556
2023,2,3,"member","classic_bike",14490,"00:10:26","22:41:07","00:00:00","00:07:19",1.68270380381503,0,14.4383856760203,1.19386392832854
2023,2,3,"member","electric_bike",14141,"00:09:19","07:59:55","00:00:01","00:06:38",1.98289719295883,0,16.275762843651,1.38921277964112
2023,2,4,"casual","classic_bike",1579,"00:14:41","19:18:23","00:00:00","00:07:50",1.46297059380385,0,8.83813656775997,1.16614158259151
2023,2,4,"casual","docked_bike",157,"00:34:21","06:37:02","00:00:00","00:18:02",1.77856487296721,0,8.83813656775997,1.4993179074847
2023,2,4,"casual","electric_bike",2841,"00:08:32","02:42:34","00:00:03","00:06:38",1.67783762325176,0,11.346594659245,1.36894722820094
2023,2,4,"member","classic_bike",10753,"00:10:11","16:11:35","00:00:00","00:07:13",1.6085945263704,0,12.2582468960235,1.16932371439819
2023,2,4,"member","electric_bike",10462,"00:09:04","07:59:55","00:00:01","00:06:29",1.89836277570985,0,19.9518987212202,1.38758724534369
2023,2,5,"casual","classic_bike",1182,"00:19:32","18:19:42","00:00:00","00:07:46",1.47075770656153,0,11.7013221141339,1.16558793859349
2023,2,5,"casual","docked_bike",113,"00:52:39","18:38:13","00:00:16","00:17:54",1.82692957543112,0,10.2365263898333,1.62762576325552
2023,2,5,"casual","electric_bike",2417,"00:08:32","01:41:48","00:00:02","00:06:33",1.65667207611054,0,11.7003605930607,1.30109753520995
2023,2,5,"member","classic_bike",8970,"00:10:22","19:24:09","00:00:00","00:07:09",1.5718900318752,0,11.7325095705175,1.12892758660075
2023,2,5,"member","electric_bike",9170,"00:09:09","07:04:13","00:00:01","00:06:21",1.83822835253046,0,14.5919221341941,1.34643918340988
2023,2,6,"casual","classic_bike",1478,"00:17:44","19:00:29","00:00:00","00:08:15",1.40228852451411,0,12.0165560899741,1.14706958408926
2023,2,6,"casual","docked_bike",165,"00:48:30","22:12:23","00:00:00","00:17:40",1.58987532849651,0,10.3538763613765,1.33568867222823
2023,2,6,"casual","electric_bike",2607,"00:09:57","04:25:05","00:00:00","00:07:03",1.66185673614744,0,16.173595014262,1.31121005850035
2023,2,6,"member","classic_bike",8820,"00:10:27","19:20:18","00:00:00","00:07:00",1.47443346710883,0,12.7409477049211,1.07734631488049
2023,2,6,"member","electric_bike",8491,"00:09:36","07:59:58","00:00:00","00:06:16",1.76016996362383,0,21.3809347189325,1.29852910522284
2023,2,7,"casual","classic_bike",2583,"00:22:12","19:42:37","00:00:00","00:11:26",1.76283392889447,0,16.2391565829758,1.33329553467161
2023,2,7,"casual","docked_bike",428,"00:40:18","20:46:09","00:00:00","00:20:39",1.68033865595274,0,8.19103137847765,1.47623451677296
2023,2,7,"casual","electric_bike",3870,"00:12:46","03:57:22","00:00:02","00:08:23",1.83041500664201,0,17.2047197645144,1.40824024434134
2023,2,7,"member","classic_bike",8563,"00:12:41","22:59:56","00:00:00","00:08:06",1.72205937819722,0,15.2824811099733,1.22735083764569
2023,2,7,"member","electric_bike",8841,"00:11:04","08:01:22","00:00:00","00:07:17",2.00160259221641,0,19.3016477541545,1.4667722659132
