"year","month","WEEKDAY","member_casual","rideable_type","cantidad","avg_time_length","max_time_length","min_time_length","median_time_length","avg_distance","min_distance","max_distance","median_distance"
2023,9,1,"casual","classic_bike",37,"00:37:02","04:27:28","00:00:25","00:19:41",0.961699404053535,0,4.33653990143461,0.333958471279547
2023,9,1,"casual","electric_bike",22,"00:16:04","00:55:05","00:00:21","00:07:59",1.44864778787174,0,6.81065414400777,0.734756377388853
2023,9,1,"member","classic_bike",65,"00:16:11","00:59:00","00:00:18","00:13:13",1.93806676247619,0,8.73219591743201,1.1727468622563
2023,9,1,"member","electric_bike",30,"00:13:50","00:53:03","00:00:46","00:10:27",2.38822744286542,0,10.1663063282236,1.92608397951046
2023,9,2,"casual","classic_bike",32,"00:47:02","02:49:37","00:00:32","00:33:50",1.3670788244005,0,12.0895036476566,9.50416475534439e-05
2023,9,2,"casual","electric_bike",13,"00:12:41","00:51:51","00:00:24","00:04:40",1.10996317161768,0,2.97944625520538,0.868921266449116
2023,9,2,"member","classic_bike",74,"00:12:31","00:57:37","00:00:15","00:07:52",1.78142361307625,0,9.11960793740213,1.25065553587965
2023,9,2,"member","electric_bike",29,"00:09:16","00:29:35","00:00:49","00:07:37",2.25883822834457,0,8.68702694684205,1.51937921418759
2023,9,3,"casual","classic_bike",25,"00:33:38","02:02:48","00:05:40","00:19:06",1.64920539984598,0,6.00059720187141,1.60711249272415
2023,9,3,"casual","electric_bike",16,"00:14:30","00:49:54","00:02:39","00:09:57",2.09670963264422,0.0248555260004249,4.53103329068541,1.85659131150124
2023,9,3,"member","classic_bike",76,"00:12:17","00:42:17","00:00:52","00:09:19",2.10730401452681,0,8.7862559182703,1.45175711272792
2023,9,3,"member","electric_bike",36,"00:08:09","00:25:27","00:00:44","00:06:30",1.93007291694331,0.00828281278767524,7.28938819687642,1.42979574871856
2023,9,4,"casual","classic_bike",17,"01:05:13","16:13:02","00:00:16","00:07:17",1.68234767756398,0,9.06833307407083,1.00333095632689
2023,9,4,"casual","electric_bike",18,"00:15:53","00:58:14","00:02:19","00:08:38",2.48877147255333,0,8.52373402865961,1.50671849355296
2023,9,4,"member","classic_bike",71,"00:13:29","00:45:57","00:01:29","00:10:23",2.28972842682181,0,9.93714734662153,1.89711556118408
2023,9,4,"member","electric_bike",56,"00:09:47","00:23:42","00:00:13","00:09:32",2.30193113877626,0,6.25232259635937,2.1582220444226
2023,9,5,"casual","classic_bike",21,"00:37:29","08:27:45","00:00:11","00:13:52",1.30600992748874,0,5.07313042898812,0.897678786719091
2023,9,5,"casual","electric_bike",14,"00:15:37","00:52:18","00:05:39","00:09:12",0.97053808377747,0,2.5439060477698,0.980563947135469
2023,9,5,"member","classic_bike",84,"00:12:58","00:50:49","00:00:29","00:10:38",2.18026999560596,0,8.08691200949311,1.56502619699961
2023,9,5,"member","electric_bike",51,"00:09:22","00:23:27","00:02:03","00:08:02",2.2105884535688,0.0452919074269547,6.46300932278517,1.88510937223382
2023,9,6,"casual","classic_bike",34,"00:25:39","02:45:54","00:00:22","00:12:59",2.06296788565571,0,18.7863504587994,1.43544759039475
2023,9,6,"casual","electric_bike",18,"00:15:57","01:24:36","00:00:38","00:08:33",2.56034362784444,0,9.0165344732449,1.98417192754504
2023,9,6,"member","classic_bike",91,"00:14:08","00:51:02","00:00:06","00:10:34",2.04589433817773,0,8.68467033343381,1.26904219793549
2023,9,6,"member","electric_bike",54,"00:11:00","00:36:05","00:00:09","00:10:08",2.60261688844507,9.50416475534439e-05,8.83813656775997,2.33772409689593
2023,9,7,"casual","classic_bike",59,"00:34:19","02:33:04","00:00:09","00:20:09",1.5679507161464,0,8.51290376885292,1.08373941707266
2023,9,7,"casual","electric_bike",19,"00:12:10","00:37:34","00:00:40","00:09:41",2.11506939309393,0.0165738027665926,6.05782734484293,1.71228101012108
2023,9,7,"member","classic_bike",85,"00:13:45","01:13:26","00:00:03","00:09:30",1.96688792783855,0,11.875693868879,1.33149673605416
2023,9,7,"member","electric_bike",53,"00:11:43","01:02:03","00:00:06","00:08:09",2.24095121952621,0.00828335805035893,9.51029459583543,1.75007541142167
