"year","month","WEEKDAY","member_casual","rideable_type","cantidad","avg_time_length","max_time_length","min_time_length","median_time_length","avg_distance","min_distance","max_distance","median_distance"
2023,10,1,"casual","classic_bike",3320,"00:32:36","22:37:29","00:00:00","00:16:38",2.07877679843094,0,15.1735701539426,1.56482925686874
2023,10,1,"casual","electric_bike",3680,"00:14:52","05:13:43","00:00:01","00:09:58",2.04811138467941,0,14.2357853699038,1.46568157708775
2023,10,1,"member","classic_bike",4513,"00:13:39","22:36:06","00:00:00","00:09:05",1.83425056696877,0,14.7714083509699,1.3047030359982
2023,10,1,"member","electric_bike",4301,"00:12:27","07:59:58","00:00:00","00:08:35",2.3814991326406,0,21.1188221217319,1.70515061352403
2023,10,2,"casual","classic_bike",1957,"00:28:41","21:03:04","00:00:00","00:13:25",1.87545769893687,0,20.647432765964,1.35926391877
2023,10,2,"casual","electric_bike",2326,"00:12:39","02:33:57","00:00:00","00:08:18",1.91332898819565,0,19.4271990538303,1.38956194714122
2023,10,2,"member","classic_bike",5852,"00:11:46","18:02:13","00:00:00","00:07:53",1.7454031878542,0,17.6262869414867,1.22205981253799
2023,10,2,"member","electric_bike",5278,"00:10:00","07:59:51","00:00:00","00:07:32",2.10773939669583,0,17.9687135616621,1.60389521242665
2023,10,3,"casual","classic_bike",2016,"00:25:27","17:40:17","00:00:00","00:14:16",1.94427060976031,0,15.9184643851052,1.38609214293157
2023,10,3,"casual","electric_bike",2725,"00:12:08","05:36:49","00:00:00","00:08:05",1.93580633090629,0,15.9188735846806,1.38766472932449
2023,10,3,"member","classic_bike",6671,"00:11:48","22:23:07","00:00:00","00:08:16",1.76744165078914,0,13.4404418738225,1.22521526000016
2023,10,3,"member","electric_bike",6297,"00:10:38","07:52:12","00:00:00","00:07:54",2.21738977174279,0,19.4850921774007,1.65686811473261
2023,10,4,"casual","classic_bike",1640,"00:26:28","21:58:37","00:00:00","00:12:49",1.86591236304271,0,23.4700084303532,1.43394505291388
2023,10,4,"casual","electric_bike",2531,"00:12:08","02:31:59","00:00:00","00:08:26",1.95920550190294,0,16.8715615387116,1.42998062537912
2023,10,4,"member","classic_bike",5227,"00:12:20","22:11:28","00:00:00","00:08:20",1.79102114884249,0,14.7596553884188,1.24631645571472
2023,10,4,"member","electric_bike",5308,"00:10:49","07:59:58","00:00:00","00:07:58",2.23853181015943,0,17.4159579179116,1.6576465526027
2023,10,5,"casual","classic_bike",1271,"00:23:26","19:59:43","00:00:00","00:11:43",1.80071148412743,0,13.7730539273273,1.36971958256226
2023,10,5,"casual","electric_bike",1933,"00:11:05","01:57:50","00:00:00","00:07:54",1.90781536471796,0,13.9681666449841,1.38789712277033
2023,10,5,"member","classic_bike",4693,"00:11:18","11:02:37","00:00:00","00:08:10",1.71301907149833,0,14.7714083509699,1.21181160742612
2023,10,5,"member","electric_bike",4600,"00:10:53","07:59:58","00:00:00","00:07:50",2.24074702378874,0,18.2978672146205,1.64496113235685
2023,10,6,"casual","classic_bike",1431,"00:23:54","13:43:19","00:00:00","00:11:34",1.81471393845108,0,21.8386226166358,1.31683461596624
2023,10,6,"casual","electric_bike",2066,"00:11:02","02:00:58","00:00:00","00:07:53",1.89755166908166,0,14.5373189906884,1.3885552170792
2023,10,6,"member","classic_bike",3949,"00:13:01","23:11:32","00:00:00","00:07:56",1.69236306006972,0,14.7714083509699,1.17718534607865
2023,10,6,"member","electric_bike",4118,"00:10:29","07:51:11","00:00:00","00:07:30",2.16369358017306,0,15.4545750956745,1.59305775195841
2023,10,7,"casual","classic_bike",2046,"00:29:58","17:20:06","00:00:00","00:16:41",2.10238581978646,0,21.7882841065694,1.44310196396905
2023,10,7,"casual","electric_bike",2583,"00:13:23","03:49:16","00:00:01","00:09:01",1.93945215882574,0,14.6107206677208,1.38851652053097
2023,10,7,"member","classic_bike",3306,"00:14:01","16:09:11","00:00:00","00:08:45",1.81633614097257,0,15.5027107088726,1.26906331656759
2023,10,7,"member","electric_bike",3236,"00:11:38","07:59:55","00:00:00","00:07:49",2.18870326422816,0,16.032500275808,1.59134009154441
