"year","month","WEEKDAY","member_casual","rideable_type","cantidad","avg_time_length","max_time_length","min_time_length","median_time_length","avg_distance","min_distance","max_distance","median_distance"
2023,5,1,"casual","classic_bike",700,"00:31:27","13:28:30","00:00:00","00:17:49",2.21460966949681,0,17.4736375723297,1.60496943641631
2023,5,1,"casual","docked_bike",173,"01:01:02","13:46:14","00:00:00","00:35:15",2.09330268267995,0,14.2482059107556,1.37769558195692
2023,5,1,"casual","electric_bike",687,"00:18:23","01:57:19","00:00:01","00:13:47",2.34118026055045,0,18.3447104363689,1.7934684266906
2023,5,1,"member","classic_bike",1007,"00:15:46","11:39:30","00:00:00","00:11:03",2.03297535325632,0,13.5978148244896,1.53896080395767
2023,5,1,"member","electric_bike",962,"00:13:36","07:59:55","00:00:00","00:09:52",2.46890411833941,0,16.9325519166091,1.92587754216762
2023,5,2,"casual","classic_bike",474,"00:29:34","08:51:11","00:00:00","00:17:48",1.92248218314181,0,18.3358970764497,1.33606762193874
2023,5,2,"casual","docked_bike",94,"01:02:14","18:47:40","00:00:00","00:26:55",2.09230482555441,0,14.2370917474509,1.38405322278762
2023,5,2,"casual","electric_bike",621,"00:16:29","02:06:14","00:00:02","00:10:45",2.15763325714604,0,20.5385020620822,1.64562903644281
2023,5,2,"member","classic_bike",1257,"00:12:47","01:44:56","00:00:00","00:09:28",1.91849995644087,0,11.1866252503277,1.43722462735205
2023,5,2,"member","electric_bike",1235,"00:11:02","05:45:20","00:00:01","00:08:09",2.27829714187007,0,26.3691822216344,1.66225400230195
2023,5,3,"casual","classic_bike",504,"00:23:35","03:14:59","00:00:00","00:14:55",2.13014014276334,0,15.7515285347007,1.621941483188
2023,5,3,"casual","docked_bike",89,"00:55:45","06:32:23","00:00:00","00:29:12",2.33035542328116,0,11.8018316703137,1.83255672708291
2023,5,3,"casual","electric_bike",722,"00:15:53","07:59:59","00:00:09","00:10:23",2.20157530045781,0,14.3265193046852,1.69896130146278
2023,5,3,"member","classic_bike",1690,"00:14:13","22:15:04","00:00:00","00:09:44",2.05784961549144,0,11.3945881820567,1.43722462735205
2023,5,3,"member","electric_bike",1668,"00:10:43","06:30:02","00:00:02","00:08:16",2.36200706793689,0,17.1505750262448,1.87074093384424
2023,5,4,"casual","classic_bike",477,"00:31:09","22:01:04","00:00:00","00:13:55",2.08940922081641,0,15.8122071536524,1.60224229995656
2023,5,4,"casual","docked_bike",77,"00:43:10","14:34:11","00:00:00","00:23:24",1.91445170505422,0,6.99038792699986,1.31041993557361
2023,5,4,"casual","electric_bike",732,"00:14:05","01:39:27","00:00:01","00:09:21",2.14503097553569,0,12.7976087297421,1.6425159797981
2023,5,4,"member","classic_bike",1750,"00:12:43","07:36:38","00:00:00","00:09:06",1.95785982892534,0,14.2442422975166,1.40823459357282
2023,5,4,"member","electric_bike",1723,"00:10:40","02:12:57","00:00:03","00:08:18",2.32571145018055,0,13.6579216718678,1.77305013858245
2023,5,5,"casual","classic_bike",432,"00:23:21","03:35:37","00:00:00","00:14:14",2.11089549519785,0,16.0137171895701,1.61567428725642
2023,5,5,"casual","docked_bike",81,"00:40:10","09:34:09","00:00:00","00:23:56",1.8356334141396,0,5.92054040838424,1.78275207452175
2023,5,5,"casual","electric_bike",633,"00:13:00","01:38:31","00:00:01","00:09:26",2.1380603209397,0,19.8946200015423,1.69649557556022
2023,5,5,"member","classic_bike",1342,"00:13:19","08:33:38","00:00:00","00:09:46",2.06719816984059,0,13.1725910113998,1.49575405952093
2023,5,5,"member","electric_bike",1389,"00:11:11","03:27:25","00:00:02","00:08:16",2.37148867564131,0,14.8388402082804,1.74278536977746
2023,5,6,"casual","classic_bike",403,"00:21:31","02:53:42","00:00:00","00:12:32",1.94625225821482,0,12.5389230786763,1.50862343535877
2023,5,6,"casual","docked_bike",81,"01:02:15","15:35:02","00:00:00","00:23:20",2.01372054610152,0,11.5686335029197,1.56447376569749
2023,5,6,"casual","electric_bike",683,"00:15:57","02:53:24","00:00:07","00:10:48",2.21881494357798,0,11.8616709885486,1.80354718732778
2023,5,6,"member","classic_bike",1069,"00:14:26","15:35:36","00:00:00","00:09:29",1.97584894094342,0,11.9167195351564,1.41029453144195
2023,5,6,"member","electric_bike",1173,"00:11:05","02:55:33","00:00:00","00:08:15",2.25917217416439,0,18.2591136993214,1.68159560439063
2023,5,7,"casual","classic_bike",587,"00:29:25","20:22:19","00:00:00","00:17:13",2.38879348207705,0,14.5317946332542,1.72897534156706
2023,5,7,"casual","docked_bike",152,"01:00:13","22:27:03","00:00:00","00:27:42",2.36745527748656,0,20.337720154134,1.83677159694521
2023,5,7,"casual","electric_bike",721,"00:18:26","02:54:49","00:00:03","00:11:57",2.37167942351684,0,13.7255278822609,1.8428023721014
2023,5,7,"member","classic_bike",1073,"00:15:18","04:00:00","00:00:02","00:10:50",2.14894380789031,0,12.0908065501075,1.57046074250337
2023,5,7,"member","electric_bike",1110,"00:13:04","04:09:15","00:00:03","00:09:27",2.5233205211841,0,20.8142996720003,1.90059381075201
